SPECIES	QUERY	SYMBOL
rat	MT1F	Mt1f
human	MT1G	MT1G
human	C18ORF1	LDLRAD4
mouse	C18ORF1	Ldlrad4
human	THAP6	THAP6
mouse	THAP6	Thap6
mouse	THAP6	Thap6
rat	THAP6	Thap6
human	CLEC2B	CLEC2B
human	CLEC2B	CLEC1B
human	EIF1AY	EIF1AY
mouse	EIF1AY	Eif1ax
rat	EIF1AY	Eif1ax
human	CYORF15A	TXLNGY
human	FAM40A	STRIP1
mouse	FAM40A	Strip1
rat	FAM40A	Strip1
human	XIST	XIST
mouse	XIST	Xist
mouse	XIST	Xist
human	XIST	XIC
rat	XIST	LOC100911498
human	CYORF15B	TXLNGY
human	ZNF658B	ZNF658B
human	ZNF658B	ZNF658B
human	ZNF468	ZNF468
human	ZNF468	ZNF761
human	RPS4Y1	RPS4Y1
SPECIES	QUERY	SYMBOL
human	KIAA0415	AP5Z1
rat	KIAA0415	Ap5z1
human	RPL31	RPL31
mouse	RPL31	Rpl31
rat	RPL31	Rpl31
human	FRG1	FRG1
mouse	FRG1	Frg1
rat	FRG1	Frg1
rat	FRG1	Frg1l1
human	PTRF	CAVIN1
mouse	PTRF	Cavin1
human	TMEM194	NEMP1
mouse	TMEM194	Nemp1
rat	TMEM194	Nemp1
human	SLC6A10P	SLC6A10P
human	SLC6A10P	SLC6A10P
human	C1ORF24	FAM129A
human	PXMP3	PEX2
mouse	PXMP3	Pex2
rat	PXMP3	Pex2
human	ISCA1L	ISCA1P1
human	C18ORF19	FAM210A
human	CYTSA	SPECC1L
mouse	CYTSA	Specc1l
rat	CYTSA	Specc1l
human	ZNF33B	ZNF33B
human	C11ORF1	C11orf1
mouse	C11ORF1	1110032A03Rik
human	C16ORF57	USB1
human	EMR1	ADGRE1
mouse	EMR1	Adgre1
rat	EMR1	Adgre1
human	FAM10A4	ST13
human	FAM10A4	ST13P4
human	C1ORF54	C1orf54
human	LILRB2	LILRB2
human	C1ORF35	C1orf35
human	C7ORF23	TMEM243
human	KIAA0368	ECPAS
human	LILRA5	LILRA5
mouse	LILRA5	Lilra5
rat	LILRA5	Lilra5
human	LILRA5	LILRP2
human	NAT13	NAA50
mouse	NAT13	Naa50
rat	NAT13	Naa50
human	C9ORF72	C9orf72
mouse	C9ORF72	C9orf72
human	GLRX2	GLRX2
mouse	GLRX2	Glrx2
rat	GLRX2	Glrx2
human	BRP44L	MPC1
mouse	BRP44L	Mpc1
rat	BRP44L	Mpc1
mouse	ATP5B	Atp5b
human	ATP5B	ATP5F1B
rat	ATP5B	Atp5f1b
human	CHCHD9	CHCHD2P9
human	DCI	ECI1
mouse	DCI	Eci1
rat	DCI	Eci1
human	MAP3K7IP2	TAB2
mouse	MAP3K7IP2	Tab2
rat	MAP3K7IP2	Tab2
human	RPS4Y2	RPS4Y2
rat	RPS4Y2	Rps4y2
mouse	RPS4Y2	Rps4l
human	C6ORF120	C6orf120
rat	C6ORF120	LOC100125364
human	C8ORF40	SMIM19
human	C17ORF87	SCIMP
human	C9ORF103	IDNK
human	C4ORF32	FAM241A
human	TMEM183B	TMEM183B
human	TMEM183B	TMEM183B
human	C16ORF75	RMI2
human	ZCCHC11	TUT4
mouse	ZCCHC11	Tut4
rat	ZCCHC11	Tut4
human	PRKRIR	THAP12
mouse	PRKRIR	Thap12
rat	PRKRIR	Thap12
human	SFRS2B	SRSF8
human	AKR7A3	AKR7A3
rat	AKR7A3	Akr7a3
human	LYRM5	ETFRF1
mouse	LYRM5	Etfrf1
rat	LYRM5	Etfrf1
human	MAP1LC3C	MAP1LC3C
human	SELO	SELENOO
mouse	SELO	Selenoo
rat	SELO	Selenoo
human	TARP	TARP
mouse	TARP	Tinagl1
human	C9ORF40	C9orf40
human	C18ORF32	C18orf32
human	ZNF684	ZNF684
human	MOBKL2C	MOB3C
mouse	MOBKL2C	Mob3c
rat	MOBKL2C	Mob3c
human	CENTD2	ARAP1
mouse	CENTD2	Arap1
rat	CENTD2	Arap1
human	RICS	ARHGAP32
mouse	RICS	Arhgap32
rat	RICS	Arhgap32
human	C13ORF18	RUBCNL
human	FAM38A	PIEZO1
mouse	FAM38A	Piezo1
rat	FAM38A	Piezo1
human	C2ORF28	ATRAID
human	SMCR7L	MIEF1
mouse	SMCR7L	Mief1
rat	SMCR7L	Mief1
human	PDCD6IP	PDCD6IP
mouse	PDCD6IP	Pdcd6ip
rat	PDCD6IP	Pdcd6ip
human	PHF17	JADE1
mouse	PHF17	Jade1
rat	PHF17	Jade1
human	TADA1L	TADA1
mouse	TADA1L	Tada1
rat	TADA1L	Tada1
human	GBAS	NIPSNAP2
mouse	GBAS	Nipsnap2
rat	GBAS	Nipsnap2
human	COX5A	COX5A
mouse	COX5A	Cox5a
rat	COX5A	Cox5a
human	RNMTL1	MRM3
mouse	RNMTL1	Mrm3
rat	RNMTL1	Mrm3
human	SAPS3	PPP6R3
mouse	SAPS3	Ppp6r3
rat	SAPS3	Ppp6r3
human	UQCC	UQCC1
mouse	UQCC	Uqcc1
rat	UQCC	Uqcc1
mouse	ATP5A1	Atp5a1
human	ATP5A1	ATP5F1A
rat	ATP5A1	Atp5f1a
human	FRAG1	PGAP2
human	FRAG1	ATAD5
mouse	FRAG1	Pgap2
mouse	FRAG1	Atad5
rat	FRAG1	Pgap2
human	C9ORF123	DMAC1
human	HMGB3	HMGB3
mouse	HMGB3	Hmgb3
rat	HMGB3	Hmgb3
human	C5ORF62	SMIM3
human	FIS	LINC01554
human	PPIL3	PPIL3
mouse	PPIL3	Ppil3
rat	PPIL3	Ppil3
human	CBX3	CBX3
mouse	CBX3	Cbx3
rat	CBX3	Cbx3
human	C17ORF56	TEPSIN
human	FAM96A	CIAO2A
mouse	FAM96A	Ciao2a
rat	FAM96A	Ciao2a
human	C13ORF1	SPRYD7
human	PECI	ECI2
mouse	PECI	Eci2
rat	PECI	Eci2
human	SETMAR	SETMAR
mouse	SETMAR	Setmar
rat	SETMAR	Setmar
human	SIP1	SLC9A3R2
human	SIP1	GEMIN2
human	SIP1	SCAF11
human	SIP1	ZEB2
mouse	SIP1	Gemin2
mouse	SIP1	Zeb2
mouse	SIP1	Scaf11
mouse	SIP1	Slc9a3r2
rat	SIP1	Gemin2
human	C19ORF2	URI1
human	PILRA	PILRA
mouse	PILRA	Pilra
rat	PILRA	Pilra
human	GPR175	TPRA1
mouse	GPR175	Tpra1
rat	GPR175	Tpra1
human	C5ORF54	ZBED8
mouse	ATP5F1	Atp5f1
human	ATP5F1	ATP5PB
rat	ATP5F1	Atp5pb
human	HRB	AGFG1
mouse	HRB	Agfg1
rat	HRB	Agfg1-ps1
human	C21ORF124	PDXK
human	C7ORF57	C7orf57
human	C3ORF31	TAMM41
human	C18ORF55	TIMM21
human	NBPF3	NBPF3
human	ZNF197	ZNF197
human	C1ORF149	MEAF6
human	PLEKHA9	PLEKHA8P1
human	PTPLAD1	HACD3
mouse	PTPLAD1	Hacd3
rat	PTPLAD1	Hacd3
human	FAM26C	CALHM1
rat	FAM26C	Calhm1
human	HSP90AA1	HSP90AA1
mouse	HSP90AA1	Hsp90aa1
rat	HSP90AA1	Hsp90aa1
human	KIAA0913	ZSWIM8
mouse	KIAA0913	Zswim8
human	C8ORF59	C8orf59
human	VNN2	VNN2
human	CHI3L2	CHI3L2
human	RPL26	RPL26
mouse	RPL26	Rpl26
rat	RPL26	Rpl26
mouse	RPL26	Gm15772
human	C3ORF23	TCAIM
human	C10ORF78	SFR1
human	C12ORF30	NAA25
human	FAM21B	WASHC2A
human	RG9MTD1	TRMT10C
mouse	RG9MTD1	Trmt10c
rat	RG9MTD1	Trmt10c
human	ZNF93	ZNF93
human	PVRL2	NECTIN2
mouse	PVRL2	Nectin2
rat	PVRL2	Nectin2
human	CXCL2	CXCL2
mouse	CXCL2	Cxcl2
rat	CXCL2	Cxcl2
human	ZNF484	ZNF484
human	MOBKL2B	MOB3B
mouse	MOBKL2B	Mob3b
rat	MOBKL2B	Mob3a
rat	MOBKL2B	Mob3b
human	CD1E	CD1E
human	CD1A	CD1A
human	CD1A	CD1C
human	CD1A	CD1D
human	CD1A	CD1E
human	CD1A	CD1B
mouse	CD1A	Cd1d1
human	SPATA5L1	SPATA5L1
mouse	SPATA5L1	Spata5l1
mouse	SPATA5L1	Spata5l1
rat	SPATA5L1	Spata5l1
human	C5ORF20	DCANP1
human	CD1C	CD1C
human	C1ORF218	DENND1B
human	IL8RBP	CXCR2P1
human	NAPSB	NAPSB
human	NAPSB	NAPSB
human	AGPAT9	LPCAT1
human	AGPAT9	GPAT3
mouse	AGPAT9	Gpat3
rat	AGPAT9	Gpat3
human	SLC37A3	SLC37A3
mouse	SLC37A3	Slc37a3
rat	SLC37A3	Slc37a3
human	EIF2C1	AGO1
mouse	EIF2C1	Ago1
rat	EIF2C1	Ago1
human	MYL12A	MYL12A
mouse	MYL12A	Myl12a
rat	MYL12A	Myl12a
human	CD1B	CD1B
mouse	CD1B	Cd1d2
human	LEPREL1	P3H2
mouse	LEPREL1	P3h2
rat	LEPREL1	P3h2
human	CCRN4L	NOCT
mouse	CCRN4L	Noct
rat	CCRN4L	Noct
human	CLIC2	CLIC2
rat	CLIC2	Clic2
human	DAP	DAP
mouse	DAP	Dap
rat	DAP	Dap
human	DAP	DNPEP
human	DAP	IAPP
mouse	DAP	Iapp
human	GALNTL4	GALNT18
mouse	GALNTL4	Galnt18
rat	GALNTL4	Galnt18
human	CXORF40A	CXorf40A
human	MUTED	BLOC1S5
mouse	MUTED	Bloc1s5
rat	MUTED	Bloc1s5
human	KIAA0182	GSE1
human	CBARA1	MICU1
mouse	CBARA1	Micu1
rat	CBARA1	Micu1
human	ADAM19	ADAM19
mouse	ADAM19	Adam19
rat	ADAM19	Adam19
human	ENOSF1	ENOSF1
human	AKR1C3	AKR1C3
rat	AKR1C3	Akr1c3
human	FAIM3	FCMR
mouse	FAIM3	Fcmr
rat	FAIM3	Fcmr
human	WBP5	TCEAL9
mouse	WBP5	Tceal9
rat	WBP5	Tceal9
human	C11ORF46	ARL14EP
human	ACPL2	PXYLP1
mouse	ACPL2	Pxylp1
rat	ACPL2	Pxylp1
human	SLC22A18AS	SLC22A18AS
human	C20ORF196	SHLD1
human	S100P	S100P
rat	S100P	S100p
rat	S100P	S100b
mouse	S100P	Gm40318
mouse	LHFP	Lhfp
human	LHFP	LHFPL6
mouse	LHFP	Lhfpl1
rat	LHFP	Lhfpl6
rat	LHFP	Lhfpl1
human	SLC24A6	SLC8B1
mouse	SLC24A6	Slc8b1
rat	SLC24A6	Slc8b1
human	FOLR3	FOLR3
human	KIAA0922	TMEM131L
mouse	KIAA0922	Tmem131l
human	ZNF235	ZNF235
rat	ZNF235	Znf235
mouse	ZNF235	Zfp93
human	SELS	SELENOS
mouse	SELS	Selenos
rat	SELS	Selenos
human	OKL38	OSGIN1
mouse	OKL38	Osgin1
rat	OKL38	Osgin1
human	AMICA1	JAML
mouse	AMICA1	Jaml
rat	AMICA1	Jaml
human	MINA	RIOX2
mouse	MINA	Riox2
human	TMEM149	IGFLR1
mouse	TMEM149	Igflr1
rat	TMEM149	Igflr1
human	C1ORF50	C1orf50
human	ICAM3	ICAM3
mouse	ICAM3	Icam5
human	HSPA6	HSPA6
human	AADACL1	NCEH1
mouse	AADACL1	Nceh1
rat	AADACL1	Nceh1
human	C12ORF10	C12orf10
rat	C12ORF10	Myg1
human	ABP1	DBNL
human	ABP1	AOC1
mouse	ABP1	Dbnl
mouse	ABP1	Aoc1
rat	ABP1	Aoc1
rat	ABP1	Dbnl
human	PHF15	JADE2
mouse	PHF15	Jade2
rat	PHF15	Jade2
human	LASS6	CERS6
mouse	LASS6	Cers6
rat	LASS6	Cers6
human	CHES1	FOXN3
mouse	CHES1	Foxn3
rat	CHES1	Foxn3
human	FVT1	KDSR
mouse	FVT1	Kdsr
rat	FVT1	Kdsr
human	ANKRD26	ANKRD26
mouse	ANKRD26	Ankrd26
rat	ANKRD26	Ankrd26
rat	ANKRD26	LOC103690071
human	FAM35A	SHLD2
mouse	FAM35A	Shld2
rat	FAM35A	Shld2
human	DHRSX	DHRSX
mouse	DHRSX	Dhrsx
rat	DHRSX	Dhrsx
human	C1ORF69	IBA57
mouse	C1ORF69	Iba57
human	TCEB3	ELOA
mouse	TCEB3	Eloa
rat	TCEB3	Eloa
human	C16ORF91	C16orf91
human	C20ORF108	FAM210B
human	GSDMB	GSDMB
human	CATSPER2P1	CATSPER2P1
human	CATSPER2P1	CATSPER2P1
human	CXORF38	CXorf38
human	CAPS	CAPS
human	CAPS	CADPS
mouse	CAPS	Cadps
rat	CAPS	Cadps
human	ZNF415	ZNF415
human	C9ORF127	TMEM8B
human	SHFM1	SEM1
mouse	SHFM1	Sem1
rat	SHFM1	Sem1
human	LOC644634	LOC644634
human	CCRK	CDK20
mouse	CCRK	Cdk20
rat	CCRK	Cdk20
human	NSBP1	HMGN5
mouse	NSBP1	Hmgn5
rat	NSBP1	Hmgn5
rat	NSBP1	Hmgn5b
human	C2ORF64	COA5
human	C6ORF61	MCM9
human	ALG13	ALG13
mouse	ALG13	Alg13
rat	ALG13	Alg13
human	C5ORF53	IGIP
human	C6ORF62	C6orf62
human	TRIM4	TRIM4
human	FAM113A	PCED1A
mouse	FAM113A	Pced1a
rat	FAM113A	Pced1a
human	C12ORF31	LLPH
human	C6ORF97	CCDC170
human	UGCGL1	UGGT1
mouse	UGCGL1	Uggt1
rat	UGCGL1	Uggt1
human	LILRA2	LILRA2
human	C14ORF4	IRF2BPL
mouse	DDX39	Ddx39
human	DDX39	DDX39A
rat	DDX39	Ddx39a
human	LEPRE1	P3H1
mouse	LEPRE1	P3h1
rat	LEPRE1	P3h1
human	SYS1	SYS1
mouse	SYS1	Sys1
rat	SYS1	Sys1
human	ARMET	MANF
mouse	ARMET	Manf
rat	ARMET	Manf
human	TUBB2C	TUBB4B
mouse	TUBB2C	Tubb4b
rat	TUBB2C	Tubb4b
human	TRA1P2	HSP90B3P
human	TXNDC3	NME8
mouse	TXNDC3	Nme8
rat	TXNDC3	Nme8
human	MSL3	MSL3
mouse	MSL3	Msl3
rat	MSL3	Msl3
human	DEFB1	DEFB1
mouse	DEFB1	Defb1
rat	DEFB1	Defb1
human	P15RS	RPRD1A
rat	P15RS	Rprd1a
human	C19ORF10	MYDGF
human	PSCD2	CYTH2
mouse	PSCD2	Cyth2
rat	PSCD2	Cyth2
human	ZNF83	ZNF83
human	HKR1	HKR1
mouse	HKR1	Hkr1
human	C17ORF44	LINC00324
human	PCBP2	PCBP2
mouse	PCBP2	Pcbp2
rat	PCBP2	Pcbp2
mouse	JARID1A	Kdm5a
rat	JARID1A	Kdm5a
human	LAIR2	LAIR2
human	PSORS1C1	PSORS1C1
human	IFI30	IFI30
mouse	IFI30	Ifi30
rat	IFI30	Ifi30
human	GPR172A	SLC52A2
rat	GPR172A	Slc52a2
human	C6ORF129	CCDC167
mouse	AHSA2	Ahsa2
rat	AHSA2	Ahsa2
human	AHSA2	AHSA2P
human	HSPC171	TMEM208
mouse	HSPC171	Tmem208
rat	HSPC171	Tmem208
human	TPT1	TPT1
mouse	TPT1	Tpt1
rat	TPT1	Tpt1
mouse	TPT1	Trpt1
human	C3ORF62	C3orf62
rat	ZFP161	Zfp161
human	ZFP161	ZBTB14
mouse	ZFP161	Zbtb14
mouse	MRE11A	Mre11a
rat	MRE11A	Mre11a
human	MRE11A	MRE11
human	PDIA3P	PDIA3P1
human	FAM82A2	RMDN3
mouse	FAM82A2	Rmdn3
rat	FAM82A2	Rmdn3
human	THEM2	ACOT13
mouse	THEM2	Acot13
rat	THEM2	Acot13
human	LOC401218	LOC401218
human	C20ORF197	C20orf197
mouse	ZNF271	Zfp35
human	ZNF271	ZNF271P
human	ZSCAN5A	ZSCAN5A
human	TCEB1	ELOC
mouse	TCEB1	Eloc
rat	TCEB1	Eloc
human	PTPLA	HACD1
mouse	PTPLA	Hacd1
rat	PTPLA	Hacd1
human	SPG3A	ATL1
mouse	SPG3A	Atl1
rat	SPG3A	Atl1
human	B3GALTL	B3GLCT
mouse	B3GALTL	B3glct
rat	B3GALTL	B3glct
human	KLHDC5	KLHL42
mouse	KLHDC5	Klhl42
rat	KLHDC5	Klhl42
human	C19ORF28	MFSD12
mouse	C19ORF28	Mfsd12
human	HES4	HES4
human	PRKCB1	PRKCB
mouse	PRKCB1	Prkcb
rat	PRKCB1	Prkcb
human	PPAP2B	PLPP3
mouse	PPAP2B	Plpp3
rat	PPAP2B	Plpp3
human	C1ORF198	C1orf198
human	C11ORF45	C11orf45
human	IL28RA	IFNLR1
mouse	IL28RA	Ifnlr1
rat	IL28RA	Ifnlr1
human	C16ORF68	METTL22
human	STAG3L4	STAG3L4
human	STAG3L4	STAG3L4
human	GALIG	LGALS3
human	CDC2	POLD1
human	CDC2	CDK1
mouse	CDC2	Cdk1
mouse	CDC2	Cdc2b
rat	CDC2	Cdk1
human	BRWD2	WDR11
human	BRWD2	PHIP
mouse	BRWD2	Wdr11
rat	BRWD2	Wdr11
human	APITD1	CENPS
human	APITD1	CENPS-CORT
mouse	APITD1	Cenps
rat	APITD1	Cenps
human	CDC45L	CDC45
mouse	CDC45L	Cdc45
rat	CDC45L	Cdc45
human	WDR51A	POC1A
mouse	WDR51A	Poc1a
rat	WDR51A	Poc1a
human	C17ORF53	C17orf53
human	FAM54A	MTFR2
mouse	FAM54A	Mtfr2
human	CCDC99	SPDL1
mouse	CCDC99	Spdl1
rat	CCDC99	Spdl1
human	ATAD2	ATAD2
mouse	ATAD2	Atad2
rat	ATAD2	Atad2
human	C20ORF100	TOX2
human	SGOL2	SGO2
mouse	SGOL2	Sgo2a
rat	SGOL2	Sgo2
human	PTTG3P	PTTG3P
human	PTTG3P	PTTG3P
human	C4ORF34	SMIM14
human	KIAA0430	MARF1
human	ZNF514	ZNF514
human	KIAA1128	CCSER2
human	LSMD1	NAA38
mouse	LSMD1	Naa38
rat	LSMD1	Naa38
human	CASP4	CASP4
mouse	CASP4	Casp4
rat	CASP4	Casp4
human	FAM190B	CCSER2
mouse	FAM190B	Ccser2
rat	FAM190B	Ccser2
human	SFRS2	SRSF2
mouse	SFRS2	Srsf2
rat	SFRS2	Srsf2
human	SFRS7	SRSF7
mouse	SFRS7	Srsf7
rat	SFRS7	Srsf7
human	C16ORF53	PAGR1
human	UTX	KDM6A
mouse	UTX	Kdm6a
rat	UTX	Uty
human	HMGN2	HMGN2
mouse	HMGN2	Hmgn2
rat	HMGN2	Hmgn2
human	C17ORF48	ADPRM
human	SNORD36C	SNORD36C
human	TIGA1	EPB41L4A-AS1
human	TTLL5	TTLL5
mouse	TTLL5	Ttll5
rat	TTLL5	Ttll5
rat	TTLL5	Ttll5
human	TTLL5	TTLL10
mouse	TTLL5	Ttll10
human	LASS2	CERS2
mouse	LASS2	Cers2
rat	LASS2	Cers2
human	PRPF38B	PRPF38B
mouse	PRPF38B	Prpf38b
rat	PRPF38B	Prpf38b
human	ATP5EP2	ATP5F1EP2
human	KIAA2010	PPP4R3A
human	ATPBD4	DPH6
mouse	ATPBD4	Dph6
rat	ATPBD4	Dph6
human	C1ORF53	C1orf53
human	LILRA3	LILRA3
rat	LILRA3	Lilra3
human	C8ORF58	C8orf58
human	C16ORF35	NPRL3
human	C1ORF63	RSRP1
human	M6PRBP1	PLIN3
mouse	M6PRBP1	Plin3
rat	M6PRBP1	Plin3
human	LOC728554	LOC728554
human	C16ORF33	SNRNP25
mouse	C16ORF33	Snrnp25
human	C6ORF108	DNPH1
rat	C6ORF108	Dnph1
human	SETD8	KMT5A
mouse	SETD8	Kmt5a
rat	SETD8	Kmt5a
rat	SETD8	LOC100909949
human	C12ORF65	C12orf65
human	ZNF136	ZNF136
mouse	GCN1L1	Gcn1l1
human	GCN1L1	GCN1
rat	GCN1L1	Gcn1
human	C11ORF24	C11orf24
human	HBXIP	LAMTOR5
mouse	HBXIP	Lamtor5
rat	HBXIP	Lamtor5
human	SFRS16	CLASRP
mouse	SFRS16	Clasrp
rat	SFRS16	Clasrp
human	C3ORF21	XXYLT1
human	PRNPIP	ERI3
human	HN1	JPT1
human	HN1	MTRNR2L1
human	HN1	NOTCH1
mouse	HN1	Jpt1
rat	HN1	Jpt1
human	C5ORF15	C5orf15
human	ZNF789	ZNF789
human	C7ORF70	FAM220A
human	KIAA0776	UFL1
mouse	KIAA0776	Ufl1
human	ZNF275	ZNF275
human	STRA13	CENPX
human	STRA13	BHLHE40
mouse	STRA13	Cenpx
mouse	STRA13	Laptm5
mouse	STRA13	Bhlhe40
rat	STRA13	Cenpx
rat	STRA13	Bhlhe40
human	C2ORF43	LDAH
human	HNRPM	HNRNPM
mouse	HNRPM	Hnrnpm
rat	HNRPM	Hnrnpm
human	MYST3	KAT6A
mouse	MYST3	Kat6a
rat	MYST3	Kat6a
human	KIAA1632	EPG5
human	PHCA	ACER3
mouse	PHCA	Acer3
rat	PHCA	Acer3
human	C17ORF39	GID4
human	SRP14P1	SRP14P1
human	SRP14P1	SRP14P1
human	C22ORF13	GUCD1
human	AP3S1	AP3S1
mouse	AP3S1	Ap3s1
rat	AP3S1	Ap3s1
human	C1ORF25	TRMT1L
mouse	C1ORF25	Trmt1l
human	C7ORF42	TMEM248
human	LOC401357	LOC401357
human	ZSCAN16	ZSCAN16
human	ATP5I	ATP5ME
mouse	ATP5I	Atp5k
rat	ATP5I	Atp5me
human	C9ORF164	SEMA4D
human	RPS26L	RPS26P47
human	C4ORF27	HPF1
mouse	C4ORF27	Hpf1
human	N6AMT2	EEF1AKMT1
mouse	N6AMT2	Eef1akmt1
rat	N6AMT2	Eef1akmt1
human	POL3S	PRSS53
mouse	POL3S	Prss53
rat	POL3S	Prss53
human	RPL34	RPL34
mouse	RPL34	Rpl34
rat	RPL34	Rpl34
rat	RPL34	Rpl34l1
human	MYST1	KAT8
mouse	MYST1	Kat8
rat	MYST1	Kat8
human	RPS26P11	RPS26P11
human	RPS26P11	RPS26P11
human	C6ORF59	AGPAT4-IT1
human	C20ORF177	FAM217B
human	HMGN4	HMGN4
rat	HMGN4	Hmgn4
mouse	HMGN4	Hmgn2-ps1
human	ZCCHC6	TUT7
mouse	ZCCHC6	Tut7
rat	ZCCHC6	Tut7
human	MICALCL	MICALCL
mouse	MICALCL	Micalcl
rat	MICALCL	Micalcl
human	C7ORF53	LSMEM1
human	NHP2L1	SNU13
mouse	NHP2L1	Snu13
rat	NHP2L1	Snu13
human	CHP	CHP1
human	CHP	RHOV
mouse	CHP	Chp1
mouse	CHP	Ctnna2
rat	CHP	Rhov
rat	CHP	Chp1
human	C10ORF28	R3HCC1L
mouse	C10ORF28	R3hcc1l
human	PSMA2	PSMA2
mouse	PSMA2	Psma2
rat	PSMA2	Psma2
human	GNLY	GNLY
human	RNASEN	DROSHA
mouse	RNASEN	Drosha
rat	RNASEN	Drosha
human	C12ORF4	C12orf4
mouse	C12ORF4	D6Wsu163e
human	C5ORF41	CREBRF
mouse	ATP5L	Atp5l
human	ATP5L	ATP5MG
rat	ATP5L	Atp5mg
human	HNRPDL	HNRNPDL
mouse	HNRPDL	Hnrnpdl
rat	HNRPDL	Hnrnpdl
human	C11ORF51	ANAPC15
human	CCDC72	TMA7
mouse	CCDC72	Tma7
rat	CCDC72	Tma7
human	C1ORF38	THEMIS2
human	SNORD14A	SNORD14A
mouse	SNORD14A	Snord14a
mouse	SNORD14A	Snord14a
human	ANKRD36B	ANKRD36B
human	CARKD	NAXD
mouse	CARKD	Naxd
rat	CARKD	Naxd
human	STS-1	UBASH3B
mouse	STS-1	Ubash3b
rat	STS-1	Ubash3b
human	C14ORF112	COX16
human	SIGLEC16	SIGLEC16
human	SIGLEC16	SIGLEC16
human	KIAA0907	KHDC4
mouse	KIAA0907	Khdc4
human	C1ORF71	CNST
human	EDG4	LPAR2
mouse	EDG4	Lpar2
rat	EDG4	Lpar2
rat	EDG4	Pbx4
human	TBC1D3B	TBC1D3B
human	CHMP4A	CHMP4A
human	CHMP4A	CHMP4B
human	UCRC	UQCR10
mouse	UCRC	Uqcr10
rat	UCRC	Uqcr10
human	ICT1	MRPL58
mouse	ICT1	Mrpl58
rat	ICT1	Mrpl58
human	C14ORF147	SPTSSA
human	C2ORF34	CAMKMT
human	CSRP2BP	KAT14
human	CSRP2BP	PET117
mouse	CSRP2BP	Kat14
rat	CSRP2BP	Kat14
human	LOC387820	LOC387820
human	KIAA1407	CCDC191
mouse	ATP5C1	Atp5c1
human	ATP5C1	ATP5F1C
rat	ATP5C1	Atp5f1c
human	C11ORF54	C11orf54
human	C21ORF51	SMIM11A
mouse	C21ORF51	Smim11
human	ACN9	SDHAF3
mouse	ACN9	Sdhaf3
rat	ACN9	Sdhaf3
human	C20ORF117	SOGA1
human	IGSF2	CD101
mouse	IGSF2	Cd101
rat	IGSF2	Cd101
human	MLL3	KMT2C
mouse	MLL3	Kmt2c
human	TMEM118	RNFT2
mouse	TMEM118	Rnft2
rat	TMEM118	Rnft2
human	U2AF1	U2AF1
mouse	U2AF1	U2af1
rat	U2AF1	U2af1
human	C17ORF68	CTC1
human	C11ORF61	MSANTD2
human	PSCD1	CYTH1
mouse	PSCD1	Cyth1
rat	PSCD1	Cyth1
human	FAM96B	CIAO2B
mouse	FAM96B	Ciao2b
rat	FAM96B	Ciao2b
human	ZNF585A	ZNF585A
human	C16ORF42	TSR3
human	C16ORF79	BRICD5
human	C14ORF143	EFCAB11
human	RPL26L1	RPL26L1
mouse	RPL26L1	Rpl26-ps4
rat	RPL26L1	Rpl26-ps3
human	HDHD1A	PUDP
mouse	HDHD1A	Pudp
rat	HDHD1A	Pudp
human	KIAA0226	RUBCN
human	C3ORF19	CCDC174
human	C20ORF111	OSER1
human	TMEM99	TMEM99
human	ZNF333	ZNF333
human	HRSP12	RIDA
mouse	HRSP12	Rida
rat	HRSP12	Rida
human	C14ORF166	RTRAF
human	FAM100B	UBALD2
mouse	FAM100B	Ubald2
rat	FAM100B	Ubald2
mouse	ATP5J	Atp5j
human	ATP5J	ATP5PF
rat	ATP5J	Atp5pf
human	SFRS3	SRSF3
mouse	SFRS3	Srsf3
rat	SFRS3	Srsf3
human	ANKRD36	ANKRD36
mouse	ANKRD36	Ankrd36
rat	ANKRD36	Ankrd36
human	RAGE	MOK
human	RAGE	AGER
mouse	RAGE	Mok
mouse	RAGE	Ager
rat	RAGE	Ager
rat	RAGE	Mok
human	C12ORF49	C12orf49
mouse	MKL2	Mkl2
human	MKL2	MRTFB
rat	MKL2	Mrtfb
human	C16ORF63	FOPNL
human	MUC1	MUC1
mouse	MUC1	Muc1
rat	MUC1	Muc1
